partner_id,branch_name,legal_institution,institution_type,nsfdc_match,rbi_match,nabard_match,dfs_match,official_partner_match,gnpa_available,nnpa_available,overdue_available,utilization_available,profitability_available,guarantee_available,latest_reporting_period,financial_scope,match_confidence,routing_status,primary_reason
2790fa95-688e-400f-a3d4-58f7a2225bee,Canara Bank,Canara Bank,PUBLIC_SECTOR_BANK,True,True,False,False,True,True,True,False,False,False,False,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_2,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Public Sector Bank governed by RBI Prompt Corrective Action framework. Partner-level live fund utilization and overdue status are not publicly verified.
6e673f7e-34db-4c33-9d25-1acc9131293e,Canara Bank Head Office Bengaluru,Canara Bank,PUBLIC_SECTOR_BANK,True,True,False,False,True,True,True,False,False,False,False,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_3,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Public Sector Bank governed by RBI Prompt Corrective Action framework. Partner-level live fund utilization and overdue status are not publicly verified.
PARTNER-GKP-CNRB-01,Canara Bank MSME Sulabh Branch Gorakhpur,Canara Bank,PUBLIC_SECTOR_BANK,True,True,False,False,True,True,True,False,False,False,False,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_3,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Public Sector Bank governed by RBI Prompt Corrective Action framework. Partner-level live fund utilization and overdue status are not publicly verified.
d77b6201-e16c-48d4-8314-e34c700ebefa,Central Bank of India Corporate Office Mumbai,Central Bank of India,PUBLIC_SECTOR_BANK,True,True,False,False,True,True,True,False,False,False,False,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_3,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Public Sector Bank governed by RBI Prompt Corrective Action framework. Partner-level live fund utilization and overdue status are not publicly verified.
PARTNER-GKP-CBI-01,Central Bank of India Main Branch Gorakhpur,Central Bank of India,PUBLIC_SECTOR_BANK,True,True,False,False,True,True,True,False,False,False,False,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_3,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Public Sector Bank governed by RBI Prompt Corrective Action framework. Partner-level live fund utilization and overdue status are not publicly verified.
685d60bd-a6f8-49c2-8809-17a261eea094,Central bank Of India,Central Bank of India,PUBLIC_SECTOR_BANK,True,True,False,False,True,True,True,False,False,False,False,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_2,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Public Sector Bank governed by RBI Prompt Corrective Action framework. Partner-level live fund utilization and overdue status are not publicly verified.
073c0a06-889f-4693-9213-751c6cdf7d38,"Chandigarh SCs, BCs & Minorities Financial & Development Corporation Ltd (CSCFDC)","Chandigarh SCs, BCs & Minorities Financial & Development Corporation Ltd (CSCFDC)",STATE_CHANNELIZING_AGENCY,True,False,False,False,True,False,False,False,False,False,True,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_2,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory State Government Corporation with verified guarantee. Partner-level live fund utilization and overdue status are not publicly verified.
f662769c-9303-4a48-95df-8c3605a2b891,Chhattisgarh Gramin Bank,Chhattisgarh Rajya Gramin Bank,REGIONAL_RURAL_BANK,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Verified Net NPA satisfies applicable criteria. Live cumulative utilization and overdue status are managed internally in Ministry MIS.
20ff119a-fcb6-407d-9c86-25e2670438d1,Chhattisgarh Rajya Antyavasayee Sahakari Vitta Evam Vikas Nigam,UNMATCHED,STATE_CHANNELIZING_AGENCY,True,False,False,False,False,False,False,False,False,False,False,NOT_AVAILABLE,NOT_AVAILABLE,UNMATCHED,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory implementing partner. Canonical institutional entity match confidence is below safety threshold; zero official financial observations attached.
9381f6c7-d2d8-435e-a320-731879b5590e,Complex,UNMATCHED,REGIONAL_RURAL_BANK,True,False,False,False,False,False,False,False,False,False,False,NOT_AVAILABLE,NOT_AVAILABLE,UNMATCHED,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory implementing partner. Canonical institutional entity match confidence is below safety threshold; zero official financial observations attached.
ac20c956-fb25-43bc-8f1d-44decf194c8d,Dadra & Nagar Haveli SC/ST/OBC Financial & Development Corporation,UNMATCHED,STATE_CHANNELIZING_AGENCY,True,False,False,False,False,False,False,False,False,False,False,NOT_AVAILABLE,NOT_AVAILABLE,UNMATCHED,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory implementing partner. Canonical institutional entity match confidence is below safety threshold; zero official financial observations attached.
69c7275b-c894-41ac-af47-4dbb04a483e3,Dakshin Bihar Gramin Bank Head Office Patna,Dakshin Bihar Gramin Bank,REGIONAL_RURAL_BANK,True,False,True,True,True,True,True,False,False,True,False,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_3,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Verified Net NPA satisfies applicable criteria. Live cumulative utilization and overdue status are managed internally in Ministry MIS.
189b1288-c344-413b-9ba0-48286c277234,Delhi SC/ST/OBC/Minorities & Handicapped Financial & Development Corporation (DSFDC),Delhi SC/ST/OBC/Minorities & Handicapped Financial & Development Corporation (DSFDC),STATE_CHANNELIZING_AGENCY,True,False,False,False,True,False,False,False,False,False,True,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_2,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory State Government Corporation with verified guarantee. Partner-level live fund utilization and overdue status are not publicly verified.
b0780f09-a418-4904-9f9d-9098d235e6ef,District Industries Centre (DIC) Ahmedabad,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
39c193fc-57f1-441f-88d0-58ebd5f5dd22,District Industries Centre (DIC) Bhopal,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
890133fd-5767-4f53-bba8-e75b7cdae649,District Industries Centre (DIC) Chennai,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
c5ec7432-bce5-4554-9d92-285d1d08ccdc,District Industries Centre (DIC) Dehradun,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
cc035016-31de-48f8-8c45-ab1b64b80fe4,District Industries Centre (DIC) Ernakulam,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
83ad80b2-aa7f-4ff0-a8eb-c9ac15fbad07,District Industries Centre (DIC) Kolkata / Sub-Urban,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
b7633fa6-9463-4167-b0d5-da1409d006eb,District Industries Centre (DIC) Pune,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
e0b9d7a0-177e-49d4-aed9-135b67c61627,District Industries Centre (DIC) Surat,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
PARTNER-UP-BST-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Basti,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
PARTNER-UP-DEO-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Deoria,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
PARTNER-GKP-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Gorakhpur,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
PARTNER-UP-KNP-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Kanpur Nagar,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
PARTNER-UP-KUS-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Kushinagar,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
PARTNER-UP-LKO-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Lucknow,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
PARTNER-UP-PRY-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Prayagraj,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
PARTNER-UP-VNS-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Varanasi,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
339d5f7b-21e0-4f73-9e2b-2270302ab714,District MSME Centre / DIC Gurugram,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,DISTRICT_INDUSTRIES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network). Detailed partner-level financial ledger not publicly available.
83e1a44f-6b62-420f-b37e-71700e5f7a97,District e-Governance Society / CSC Kendra Lucknow,CSC e-Governance Services India Limited,COMMON_SERVICES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (CSC e-Governance Services India Limited). Detailed partner-level financial ledger not publicly available.
e9dc42d4-3261-483d-acb5-2cfee16da6b4,District e-Governance Society / CSC Kendriya Seva Kendra Gorakhpur,CSC e-Governance Services India Limited,COMMON_SERVICES_CENTRE,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_4,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (CSC e-Governance Services India Limited). Detailed partner-level financial ledger not publicly available.
8614d134-c945-455f-a10f-52faaf4528d6,Goa State SCs & OBCs Finance & Development Corporation Ltd,UNMATCHED,STATE_CHANNELIZING_AGENCY,True,False,False,False,False,False,False,False,False,False,False,NOT_AVAILABLE,NOT_AVAILABLE,UNMATCHED,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory implementing partner. Canonical institutional entity match confidence is below safety threshold; zero official financial observations attached.
86c52401-df0c-4361-8cff-e658db2a9c86,Grameen Development & Finance Regd.Office: ‘Sahyadri Building” Private Limited,Grameen Development & Finance Pvt Ltd,NBFC_MFI,True,False,False,False,True,False,False,False,False,False,False,2024-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_3,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Officially authorized implementing partner (Grameen Development & Finance Pvt Ltd). Detailed partner-level financial ledger not publicly available.
aab58822-6a2a-4e27-a6c5-17db9d5d9bf1,Gujarat Backward Classes Development Corporation (GBCC),UNMATCHED,STATE_CHANNELIZING_AGENCY,True,False,False,False,False,False,False,False,False,False,False,NOT_AVAILABLE,NOT_AVAILABLE,UNMATCHED,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory implementing partner. Canonical institutional entity match confidence is below safety threshold; zero official financial observations attached.
cb7c564b-c5ef-4fff-a75c-bfbc7983c361,Gujarat Dr. Ambedkar Antyodaya Vikas Nigam,UNMATCHED,STATE_CHANNELIZING_AGENCY,True,False,False,False,False,False,False,False,False,False,False,NOT_AVAILABLE,NOT_AVAILABLE,UNMATCHED,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory implementing partner. Canonical institutional entity match confidence is below safety threshold; zero official financial observations attached.
f47cb8f9-21b8-4d27-8491-1e24df1d7532,Gujarat Gramin Bank,Baroda Gujarat Gramin Bank,REGIONAL_RURAL_BANK,True,False,True,True,True,True,True,False,False,True,False,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_3,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Verified Net NPA satisfies applicable criteria. Live cumulative utilization and overdue status are managed internally in Ministry MIS.
bf015c66-70cb-4897-a5f2-9edcf0d746a7,Gujarat Thakor and Koli Vikas Nigam,Gujarat Thakor and Koli Vikas Nigam,STATE_CHANNELIZING_AGENCY,True,False,False,False,True,False,False,False,False,False,True,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_2,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory State Government Corporation with verified guarantee. Partner-level live fund utilization and overdue status are not publicly verified.
165c4ba3-2656-4780-818f-df61de0a4c53,Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam (HBCKN),Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam (HBCKN),STATE_CHANNELIZING_AGENCY,True,False,False,False,True,False,False,False,False,False,True,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_2,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Statutory State Government Corporation with verified guarantee. Partner-level live fund utilization and overdue status are not publicly verified.
cc8d994c-c55f-4332-913b-d5f6572be3be,Haryana Gramin Bank,Sarva Haryana Gramin Bank,REGIONAL_RURAL_BANK,True,False,True,True,True,True,True,False,False,True,False,2025-03-31,INSTITUTION_LEVEL,MATCH_LEVEL_3,ROUTABLE_WITH_FINANCIAL_DATA_LIMITATION,Verified Net NPA satisfies applicable criteria. Live cumulative utilization and overdue status are managed internally in Ministry MIS.
